[1, 3, 11, 2, 9, 5, 8, 4, 6, 7, 10, 12, 13, 0, 14, 15]
[1, 3, 11, 2, 9, 5, 8, 4, 6, 0, 10, 12, 13, 7, 14, 15]
[1, 3, 11, 2, 9, 5, 8, 4, 0, 6, 10, 12, 13, 7, 14, 15]
[1, 3, 11, 2, 0, 5, 8, 4, 9, 6, 10, 12, 13, 7, 14, 15]
[1, 3, 11, 2, 5, 0, 8, 4, 9, 6, 10, 12, 13, 7, 14, 15]
[1, 0, 11, 2, 5, 3, 8, 4, 9, 6, 10, 12, 13, 7, 14, 15]
[1, 11, 0, 2, 5, 3, 8, 4, 9, 6, 10, 12, 13, 7, 14, 15]
[1, 11, 2, 0, 5, 3, 8, 4, 9, 6, 10, 12, 13, 7, 14, 15]
[1, 11, 2, 4, 5, 3, 8, 0, 9, 6, 10, 12, 13, 7, 14, 15]
[1, 11, 2, 4, 5, 3, 0, 8, 9, 6, 10, 12, 13, 7, 14, 15]
[1, 11, 2, 4, 5, 0, 3, 8, 9, 6, 10, 12, 13, 7, 14, 15]
[1, 0, 2, 4, 5, 11, 3, 8, 9, 6, 10, 12, 13, 7, 14, 15]
[1, 2, 0, 4, 5, 11, 3, 8, 9, 6, 10, 12, 13, 7, 14, 15]
[1, 2, 3, 4, 5, 11, 0, 8, 9, 6, 10, 12, 13, 7, 14, 15]
[1, 2, 3, 4, 5, 11, 10, 8, 9, 6, 0, 12, 13, 7, 14, 15]
[1, 2, 3, 4, 5, 11, 10, 8, 9, 0, 6, 12, 13, 7, 14, 15]
[1, 2, 3, 4, 5, 0, 10, 8, 9, 11, 6, 12, 13, 7, 14, 15]
[1, 2, 3, 4, 5, 10, 0, 8, 9, 11, 6, 12, 13, 7, 14, 15]
[1, 2, 3, 4, 5, 10, 6, 8, 9, 11, 0, 12, 13, 7, 14, 15]
[1, 2, 3, 4, 5, 10, 6, 8, 9, 0, 11, 12, 13, 7, 14, 15]
[1, 2, 3, 4, 5, 10, 6, 8, 9, 7, 11, 12, 13, 0, 14, 15]
[1, 2, 3, 4, 5, 10, 6, 8, 9, 7, 11, 12, 13, 14, 0, 15]
[1, 2, 3, 4, 5, 10, 6, 8, 9, 7, 0, 12, 13, 14, 11, 15]
[1, 2, 3, 4, 5, 10, 6, 8, 9, 0, 7, 12, 13, 14, 11, 15]
[1, 2, 3, 4, 5, 0, 6, 8, 9, 10, 7, 12, 13, 14, 11, 15]
[1, 2, 3, 4, 5, 6, 0, 8, 9, 10, 7, 12, 13, 14, 11, 15]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 12, 13, 14, 11, 15]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 0, 15]
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0]
